Filename	12OCBSqA095
Instrument name	DSC2A-00101 (192.168.10.4)
Operator	Yuma
rundate	3/13/2021
Sample name	12OCBSqA095
proceduresegments	Data Off ; Equilibrate 150.00 °C; Isothermal 10.0 min; Equilibrate 100.00 °C; Isothermal 5.0 min; Data On ; Ramp 1.00 °C/min to 0.00 °C; Ramp 5.00 °C/min to 150.00 °C; Data Off ; Isothermal 10.0 min; Modulate Temperature 1.00 °C for 60.0 s; Equilibrate 100.00 °C; Isothermal 10.0 min; Data On ; Ramp 1.00 °C/min to 0.00 °C; Data Off ; Equilibrate 0.00 °C; Modulate Temperature 1.00 °C for 60.0 s; Isothermal 5.0 min; Data On ; Ramp 3.00 °C/min to 100.00 °C; Jump 30.00 °C
[step]
Ramp 1.00 °C/min to 0.00 °C
Time	Temperature	Heat Flow (Normalized)
s	°C	W/g
0.00000	99.85	6.49621e-3
0.100000	99.85	6.49651e-3
0.200000	99.85	6.49737e-3
0.300000	99.85	6.49837e-3
0.400000	99.85	6.49849e-3
0.500000	99.85	6.49918e-3
0.600000	99.85	6.49973e-3
0.700000	99.85	6.49807e-3
0.800000	99.85	6.49531e-3
0.900000	99.85	6.49274e-3
1.00000	99.85	6.49136e-3
1.10000	99.85	6.49047e-3
1.20000	99.85	6.48921e-3
1.30000	99.85	6.48740e-3
1.40000	99.85	6.48664e-3
1.50000	99.85	6.48550e-3
1.60000	99.85	6.48686e-3
1.70000	99.85	6.48943e-3
1.80000	99.85	6.49265e-3
1.90000	99.85	6.49881e-3
2.00000	99.85	6.50292e-3
2.10000	99.85	6.51236e-3
2.20000	99.85	6.54470e-3
2.30000	99.85	6.56940e-3
2.40000	99.85	6.57787e-3
2.50000	99.85	6.58820e-3
2.60000	99.85	6.59252e-3
2.70000	99.85	6.59681e-3
2.80000	99.85	6.60132e-3
2.90000	99.85	6.60535e-3
3.00000	99.85	6.60871e-3
3.10000	99.85	6.61065e-3
3.20000	99.85	6.61152e-3
3.30000	99.85	6.61391e-3
3.40000	99.85	6.61529e-3
3.50000	99.85	6.61622e-3
3.60000	99.85	6.61737e-3
3.70000	99.85	6.61845e-3
3.80000	99.85	6.61898e-3
3.90000	99.85	6.61953e-3
4.00000	99.85	6.61938e-3
4.10000	99.85	6.61887e-3
4.20000	99.85	6.61657e-3
4.30000	99.85	6.61388e-3
4.40000	99.85	6.61055e-3
4.50000	99.85	6.60662e-3
4.60000	99.85	6.59293e-3
4.70000	99.84	6.57002e-3
4.80000	99.84	6.53948e-3
4.90000	99.84	6.50377e-3
5.00000	99.84	6.45234e-3
5.10000	99.84	6.39411e-3
5.20000	99.84	6.34832e-3
5.30000	99.84	6.29563e-3
5.40000	99.84	6.25006e-3
5.50000	99.84	6.19318e-3
5.60000	99.84	6.13508e-3
5.70000	99.84	6.04943e-3
5.80000	99.84	5.96573e-3
5.90000	99.84	5.86831e-3
6.00000	99.84	5.75674e-3
6.10000	99.84	5.60600e-3
6.20000	99.84	5.37277e-3
6.30000	99.84	5.11137e-3
6.40000	99.84	4.81469e-3
6.50000	99.83	4.47839e-3
6.60000	99.83	4.16043e-3
6.70000	99.83	3.79286e-3
6.80000	99.83	3.47127e-3
6.90000	99.83	3.26268e-3
7.00000	99.83	3.15673e-3
7.10000	99.83	3.09545e-3
7.20000	99.83	3.04646e-3
7.30000	99.83	3.00159e-3
7.40000	99.83	2.94894e-3
7.50000	99.83	2.88724e-3
7.60000	99.83	2.82745e-3
7.70000	99.82	2.77255e-3
7.80000	99.82	2.73222e-3
7.90000	99.82	2.70398e-3
8.00000	99.82	2.69017e-3
8.10000	99.82	2.67657e-3
8.20000	99.82	2.66059e-3
8.30000	99.82	2.65000e-3
8.40000	99.82	2.63236e-3
8.50000	99.82	2.62052e-3
8.60000	99.82	2.61639e-3
8.70000	99.82	2.61655e-3
8.80000	99.81	2.61966e-3
8.90000	99.81	2.62895e-3
9.00000	99.81	2.63384e-3
9.10000	99.81	2.64470e-3
9.20000	99.81	2.65461e-3
9.30000	99.81	2.66476e-3
9.40000	99.81	2.67537e-3
9.50000	99.81	2.68235e-3
9.60000	99.81	2.69075e-3
9.70000	99.80	2.70193e-3
9.80000	99.80	2.71393e-3
9.90000	99.80	2.72678e-3
10.0000	99.80	2.74560e-3
10.1000	99.80	2.79745e-3
10.2000	99.80	2.88388e-3
10.3000	99.80	2.99899e-3
10.4000	99.80	3.15375e-3
10.5000	99.80	3.30216e-3
10.6000	99.79	3.47959e-3
10.7000	99.79	3.69056e-3
10.8000	99.79	3.88281e-3
10.9000	99.79	4.07585e-3
11.0000	99.79	4.30055e-3
11.1000	99.79	4.52674e-3
11.2000	99.79	4.80220e-3
11.3000	99.79	5.13503e-3
11.4000	99.79	5.49241e-3
11.5000	99.79	5.86465e-3
11.6000	99.78	6.22145e-3
11.7000	99.78	6.54255e-3
11.8000	99.78	6.84959e-3
11.9000	99.78	7.10522e-3
12.0000	99.78	7.34375e-3
12.1000	99.78	7.62218e-3
12.2000	99.78	7.92568e-3
12.3000	99.78	8.18486e-3
12.4000	99.77	8.45888e-3
12.5000	99.77	8.73149e-3
12.6000	99.77	9.00257e-3
12.7000	99.77	9.27063e-3
12.8000	99.77	9.51568e-3
12.9000	99.77	9.65057e-3
13.0000	99.77	9.81138e-3
13.1000	99.77	9.95954e-3
13.2000	99.76	0.0102441
13.3000	99.76	0.0105456
13.4000	99.76	0.0108206
13.5000	99.76	0.0111769
13.6000	99.76	0.0115573
13.7000	99.76	0.0119549
13.8000	99.76	0.0123068
13.9000	99.76	0.0125971
14.0000	99.75	0.0128420
14.1000	99.75	0.0130975
14.2000	99.75	0.0132482
14.3000	99.75	0.0134010
14.4000	99.75	0.0135057
14.5000	99.75	0.0135955
14.6000	99.75	0.0136947
14.7000	99.74	0.0139119
14.8000	99.74	0.0141071
14.9000	99.74	0.0142943
15.0000	99.74	0.0145079
15.1000	99.74	0.0147786
15.2000	99.74	0.0151125
15.3000	99.74	0.0154038
15.4000	99.74	0.0155681
15.5000	99.74	0.0156783
15.6000	99.73	0.0158264
15.7000	99.73	0.0159411
15.8000	99.73	0.0161404
15.9000	99.73	0.0163819
16.0000	99.73	0.0166318
16.1000	99.73	0.0168978
16.2000	99.72	0.0172407
16.3000	99.72	0.0175371
16.4000	99.72	0.0177201
16.5000	99.72	0.0179012
16.6000	99.72	0.0180117
16.7000	99.72	0.0180787
16.8000	99.72	0.0181781
16.9000	99.72	0.0183001
17.0000	99.72	0.0185091
17.1000	99.71	0.0187360
17.2000	99.71	0.0189747
17.3000	99.71	0.0192299
17.4000	99.71	0.0194641
17.5000	99.71	0.0195770
17.6000	99.71	0.0196582
17.7000	99.70	0.0197423
17.8000	99.70	0.0198335
17.9000	99.70	0.0199582
18.0000	99.70	0.0200941
18.1000	99.70	0.0203774
18.2000	99.70	0.0206523
18.3000	99.70	0.0209026
18.4000	99.69	0.0211664
18.5000	99.69	0.0214549
18.6000	99.69	0.0216843
18.7000	99.69	0.0218866
18.8000	99.69	0.0219376
18.9000	99.69	0.0220226
