Filename	12OCBSqA952
Instrument name	DSC2A-00101 (192.168.10.4)
Operator	Yuma
rundate	3/15/2021
Sample name	12OCBSqA952
proceduresegments	Data Off ; Equilibrate 150.00 °C; Isothermal 10.0 min; Equilibrate 100.00 °C; Isothermal 5.0 min; Data On ; Ramp 1.00 °C/min to 0.00 °C; Ramp 5.00 °C/min to 150.00 °C; Data Off ; Isothermal 10.0 min; Modulate Temperature 1.00 °C for 60.0 s; Equilibrate 100.00 °C; Isothermal 10.0 min; Data On ; Ramp 1.00 °C/min to 0.00 °C; Data Off ; Equilibrate 0.00 °C; Modulate Temperature 1.00 °C for 60.0 s; Isothermal 5.0 min; Data On ; Ramp 3.00 °C/min to 100.00 °C; Jump 30.00 °C
[step]
Ramp 1.00 °C/min to 0.00 °C
Time	Temperature	Heat Flow (Normalized)
s	°C	W/g
0.00000	99.85	1.48321e-3
0.100000	99.85	1.48301e-3
0.200000	99.85	1.48264e-3
0.300000	99.85	1.48029e-3
0.400000	99.85	1.47846e-3
0.500000	99.85	1.47528e-3
0.600000	99.85	1.47295e-3
0.700000	99.85	1.47123e-3
0.800000	99.85	1.47123e-3
0.900000	99.85	1.47378e-3
1.00000	99.85	1.47529e-3
1.10000	99.85	1.47686e-3
1.20000	99.85	1.47899e-3
1.30000	99.85	1.48071e-3
1.40000	99.85	1.48258e-3
1.50000	99.85	1.48350e-3
1.60000	99.85	1.48258e-3
1.70000	99.85	1.48022e-3
1.80000	99.85	1.48090e-3
1.90000	99.85	1.48237e-3
2.00000	99.85	1.48431e-3
2.10000	99.85	1.48611e-3
2.20000	99.85	1.48791e-3
2.30000	99.85	1.48889e-3
2.40000	99.85	1.48709e-3
2.50000	99.85	1.48402e-3
2.60000	99.85	1.47440e-3
2.70000	99.85	1.46463e-3
2.80000	99.85	1.43987e-3
2.90000	99.85	1.42977e-3
3.00000	99.84	1.42186e-3
3.10000	99.85	1.40752e-3
3.20000	99.84	1.39365e-3
3.30000	99.85	1.36867e-3
3.40000	99.84	1.33898e-3
3.50000	99.84	1.28261e-3
3.60000	99.84	1.16403e-3
3.70000	99.84	9.91232e-4
3.80000	99.84	7.01889e-4
3.90000	99.84	3.18348e-4
4.00000	99.84	-1.28732e-5
4.10000	99.84	-2.83812e-4
4.20000	99.84	-4.77015e-4
4.30000	99.84	-5.82844e-4
4.40000	99.84	-6.79926e-4
4.50000	99.84	-7.16800e-4
4.60000	99.84	-7.42157e-4
4.70000	99.84	-7.83051e-4
4.80000	99.84	-8.12127e-4
4.90000	99.84	-8.35711e-4
5.00000	99.84	-8.69927e-4
5.10000	99.84	-9.15232e-4
5.20000	99.84	-9.63783e-4
5.30000	99.84	-1.03444e-3
5.40000	99.84	-1.08829e-3
5.50000	99.84	-1.14616e-3
5.60000	99.84	-1.18421e-3
5.70000	99.83	-1.24017e-3
5.80000	99.83	-1.31733e-3
5.90000	99.83	-1.39492e-3
6.00000	99.83	-1.45876e-3
6.10000	99.83	-1.48825e-3
6.20000	99.83	-1.51251e-3
6.30000	99.83	-1.52097e-3
6.40000	99.83	-1.52884e-3
6.50000	99.83	-1.52760e-3
6.60000	99.83	-1.52591e-3
6.70000	99.83	-1.52284e-3
6.80000	99.83	-1.51894e-3
6.90000	99.83	-1.51578e-3
7.00000	99.83	-1.51383e-3
7.10000	99.83	-1.51153e-3
7.20000	99.82	-1.50908e-3
7.30000	99.82	-1.50604e-3
7.40000	99.82	-1.50260e-3
7.50000	99.82	-1.49730e-3
7.60000	99.82	-1.48625e-3
7.70000	99.82	-1.44807e-3
7.80000	99.82	-1.37992e-3
7.90000	99.82	-1.28026e-3
8.00000	99.82	-1.12030e-3
8.10000	99.82	-9.30657e-4
8.20000	99.82	-7.23088e-4
8.30000	99.81	-5.09312e-4
8.40000	99.81	-3.22533e-4
8.50000	99.81	-1.18057e-4
8.60000	99.81	1.32164e-4
8.70000	99.81	4.28571e-4
8.80000	99.81	7.42099e-4
8.90000	99.81	1.04468e-3
9.00000	99.81	1.35815e-3
9.10000	99.81	1.68017e-3
9.20000	99.81	1.89000e-3
9.30000	99.81	2.06608e-3
