Filename	8OCBSA523
Instrument name	DSC2A-00101 (192.168.10.4)
Operator	Yuma
rundate	5/29/2021
Sample name	8OCBSA523
proceduresegments	Data Off ; Equilibrate 150.00 °C; Isothermal 10.0 min; Equilibrate 100.00 °C; Isothermal 5.0 min; Data On ; Ramp 1.00 °C/min to 0.00 °C; Ramp 5.00 °C/min to 150.00 °C; Data Off ; Isothermal 10.0 min; Modulate Temperature 1.00 °C for 60.0 s; Equilibrate 100.00 °C; Isothermal 10.0 min; Data On ; Ramp 1.00 °C/min to 0.00 °C; Ramp 3.00 °C/min to 100.00 °C; Jump 30.00 °C
[step]
Ramp 1.00 °C/min to 0.00 °C
Time	Temperature	Heat Flow (Normalized)
s	°C	W/g
0.00000	99.84	3.94124e-4
0.100000	99.84	3.93088e-4
0.200000	99.84	3.91681e-4
0.300000	99.84	3.90619e-4
0.400000	99.84	3.89202e-4
0.500000	99.84	3.87596e-4
0.600000	99.84	3.86455e-4
0.700000	99.84	3.86085e-4
0.800000	99.84	3.86765e-4
0.900000	99.84	3.88620e-4
1.00000	99.84	3.91466e-4
1.10000	99.84	3.96773e-4
1.20000	99.84	3.98864e-4
1.30000	99.84	3.99732e-4
1.40000	99.84	3.99396e-4
1.50000	99.84	3.97623e-4
1.60000	99.84	3.95057e-4
1.70000	99.84	3.91897e-4
1.80000	99.84	3.89265e-4
1.90000	99.84	3.87608e-4
2.00000	99.84	3.86273e-4
2.10000	99.84	3.85353e-4
2.20000	99.84	3.87428e-4
2.30000	99.84	3.92553e-4
2.40000	99.84	4.04543e-4
2.50000	99.84	4.18491e-4
2.60000	99.84	4.34778e-4
2.70000	99.84	4.48637e-4
2.80000	99.84	4.56646e-4
2.90000	99.84	4.59445e-4
3.00000	99.84	4.60054e-4
3.10000	99.84	4.57524e-4
3.20000	99.84	4.28075e-4
3.30000	99.84	3.91002e-4
3.40000	99.84	3.69643e-4
3.50000	99.84	3.63413e-4
3.60000	99.84	3.61811e-4
3.70000	99.84	3.62744e-4
3.80000	99.84	3.64701e-4
3.90000	99.83	3.67446e-4
4.00000	99.83	3.70338e-4
4.10000	99.83	3.73484e-4
4.20000	99.83	3.76676e-4
4.30000	99.83	3.77073e-4
4.40000	99.83	3.74946e-4
4.50000	99.83	3.62708e-4
4.60000	99.83	3.41040e-4
4.70000	99.83	3.17480e-4
4.80000	99.83	2.96493e-4
4.90000	99.83	2.58616e-4
5.00000	99.83	2.13054e-4
5.10000	99.83	1.84330e-4
5.20000	99.83	1.53598e-4
5.30000	99.83	1.18238e-4
5.40000	99.83	9.02891e-5
5.50000	99.83	6.36913e-5
5.60000	99.83	3.59498e-5
5.70000	99.83	2.36769e-6
5.80000	99.83	-4.61238e-5
5.90000	99.83	-8.70598e-5
6.00000	99.82	-1.53404e-4
6.10000	99.82	-2.26025e-4
6.20000	99.82	-2.92055e-4
6.30000	99.82	-3.89509e-4
6.40000	99.82	-4.90356e-4
6.50000	99.82	-6.22958e-4
6.60000	99.82	-7.11206e-4
6.70000	99.82	-7.59805e-4
6.80000	99.82	-7.91170e-4
6.90000	99.82	-8.15142e-4
7.00000	99.82	-8.27856e-4
7.10000	99.82	-8.38903e-4
7.20000	99.82	-8.45118e-4
7.30000	99.82	-8.61984e-4
7.40000	99.81	-8.72639e-4
7.50000	99.81	-8.86187e-4
7.60000	99.81	-9.01184e-4
7.70000	99.81	-9.30862e-4
7.80000	99.81	-9.61453e-4
7.90000	99.81	-9.83892e-4
8.00000	99.81	-9.97722e-4
8.10000	99.81	-1.01464e-3
8.20000	99.81	-1.02165e-3
8.30000	99.81	-1.02674e-3
8.40000	99.81	-1.02987e-3
8.50000	99.80	-1.03186e-3
8.60000	99.80	-1.03342e-3
8.70000	99.80	-1.03487e-3
8.80000	99.80	-1.03681e-3
8.90000	99.80	-1.03892e-3
9.00000	99.80	-1.04028e-3
9.10000	99.80	-1.04049e-3
9.20000	99.80	-1.04114e-3
9.30000	99.80	-1.03961e-3
9.40000	99.80	-1.03311e-3
9.50000	99.80	-1.02453e-3
9.60000	99.79	-1.00757e-3
9.70000	99.79	-9.83166e-4
9.80000	99.79	-9.46986e-4
9.90000	99.79	-9.09783e-4
10.0000	99.79	-8.76923e-4
10.1000	99.79	-8.35977e-4
10.2000	99.79	-7.88009e-4
10.3000	99.79	-7.18818e-4
10.4000	99.79	-6.19344e-4
10.5000	99.78	-4.83016e-4
10.6000	99.78	-3.35208e-4
10.7000	99.78	-1.56015e-4
10.8000	99.78	2.03774e-5
10.9000	99.78	2.52448e-4
11.0000	99.78	5.49395e-4
11.1000	99.78	8.44386e-4
11.2000	99.78	1.23305e-3
11.3000	99.78	1.58559e-3
11.4000	99.77	1.94048e-3
11.5000	99.77	2.24443e-3
11.6000	99.77	2.55250e-3
11.7000	99.77	2.77913e-3
11.8000	99.77	2.95464e-3
11.9000	99.77	3.07999e-3
12.0000	99.77	3.23050e-3
12.1000	99.77	3.41331e-3
12.2000	99.77	3.60265e-3
12.3000	99.76	3.78531e-3
12.4000	99.76	4.00832e-3
12.5000	99.76	4.27904e-3
12.6000	99.76	4.56024e-3
12.7000	99.76	4.82207e-3
12.8000	99.76	5.01263e-3
12.9000	99.76	5.14572e-3
13.0000	99.75	5.25842e-3
13.1000	99.75	5.45936e-3
13.2000	99.75	5.74117e-3
13.3000	99.75	6.04060e-3
13.4000	99.75	6.29175e-3
13.5000	99.75	6.62127e-3
13.6000	99.75	7.09214e-3
13.7000	99.75	7.43504e-3
13.8000	99.75	7.74099e-3
13.9000	99.74	7.86719e-3
14.0000	99.74	7.91277e-3
14.1000	99.74	7.90929e-3
14.2000	99.74	7.93751e-3
14.3000	99.74	7.97537e-3
14.4000	99.74	8.03408e-3
14.5000	99.74	8.12517e-3
14.6000	99.74	8.30502e-3
14.7000	99.73	8.60053e-3
14.8000	99.73	8.91134e-3
14.9000	99.73	9.27323e-3
15.0000	99.73	9.71141e-3
15.1000	99.73	0.0101265
15.2000	99.73	0.0103936
15.3000	99.73	0.0106263
15.4000	99.72	0.0108773
15.5000	99.72	0.0110384
15.6000	99.72	0.0111893
15.7000	99.72	0.0112922
15.8000	99.72	0.0114929
15.9000	99.72	0.0116441
16.0000	99.72	0.0117446
16.1000	99.72	0.0119426
16.2000	99.71	0.0121633
16.3000	99.71	0.0123659
16.4000	99.71	0.0124897
16.5000	99.71	0.0126883
16.6000	99.71	0.0127918
16.7000	99.71	0.0129323
16.8000	99.71	0.0130101
16.9000	99.70	0.0131129
17.0000	99.70	0.0131829
17.1000	99.70	0.0132615
17.2000	99.70	0.0134874
17.3000	99.70	0.0137422
17.4000	99.70	0.0140713
17.5000	99.70	0.0144218
17.6000	99.69	0.0147508
17.7000	99.69	0.0149597
17.8000	99.69	0.0151641
17.9000	99.69	0.0152910
18.0000	99.69	0.0154353
18.1000	99.69	0.0155836
18.2000	99.69	0.0157067
18.3000	99.68	0.0158406
18.4000	99.68	0.0160197
18.5000	99.68	0.0161109
18.6000	99.68	0.0162432
18.7000	99.68	0.0163941
18.8000	99.68	0.0165308
18.9000	99.68	0.0166480
