Filename	8OCBSA397
Instrument name	DSC2A-00101 (192.168.10.4)
Operator	Yuma
rundate	5/28/2021
Sample name	8OCBSA397
proceduresegments	Data Off ; Equilibrate 150.00 °C; Isothermal 10.0 min; Equilibrate 100.00 °C; Isothermal 5.0 min; Data On ; Ramp 1.00 °C/min to 0.00 °C; Ramp 5.00 °C/min to 150.00 °C; Data Off ; Isothermal 10.0 min; Modulate Temperature 1.00 °C for 60.0 s; Equilibrate 100.00 °C; Isothermal 10.0 min; Data On ; Ramp 1.00 °C/min to 0.00 °C; Ramp 3.00 °C/min to 100.00 °C; Jump 30.00 °C
[step]
Ramp 1.00 °C/min to 0.00 °C
Time	Temperature	Heat Flow (Normalized)
s	°C	W/g
0.00000	99.84	4.45707e-3
0.100000	99.84	4.44010e-3
0.200000	99.84	4.42825e-3
0.300000	99.84	4.41548e-3
0.400000	99.84	4.40553e-3
0.500000	99.84	4.40187e-3
0.600000	99.84	4.40249e-3
0.700000	99.84	4.40492e-3
0.800000	99.84	4.40739e-3
0.900000	99.84	4.40408e-3
1.00000	99.84	4.39976e-3
1.10000	99.84	4.39555e-3
1.20000	99.84	4.38882e-3
1.30000	99.84	4.38387e-3
1.40000	99.84	4.38020e-3
1.50000	99.84	4.37853e-3
1.60000	99.84	4.38262e-3
1.70000	99.84	4.40829e-3
1.80000	99.84	4.43584e-3
1.90000	99.84	4.45648e-3
2.00000	99.84	4.46538e-3
2.10000	99.84	4.47384e-3
2.20000	99.84	4.48078e-3
2.30000	99.83	4.48533e-3
2.40000	99.84	4.49322e-3
2.50000	99.84	4.50575e-3
2.60000	99.84	4.52701e-3
2.70000	99.83	4.54601e-3
2.80000	99.84	4.56335e-3
2.90000	99.83	4.57526e-3
3.00000	99.83	4.58465e-3
3.10000	99.83	4.59189e-3
3.20000	99.83	4.59826e-3
3.30000	99.83	4.60308e-3
3.40000	99.83	4.60910e-3
3.50000	99.83	4.61680e-3
3.60000	99.83	4.62600e-3
3.70000	99.83	4.64741e-3
3.80000	99.83	4.67267e-3
3.90000	99.83	4.69343e-3
4.00000	99.83	4.70483e-3
4.10000	99.83	4.71798e-3
4.20000	99.83	4.72617e-3
4.30000	99.83	4.73104e-3
4.40000	99.83	4.73191e-3
4.50000	99.83	4.73134e-3
4.60000	99.83	4.73021e-3
4.70000	99.83	4.73016e-3
4.80000	99.83	4.73439e-3
4.90000	99.83	4.74030e-3
5.00000	99.83	4.74858e-3
5.10000	99.83	4.75807e-3
5.20000	99.83	4.76590e-3
5.30000	99.83	4.77102e-3
5.40000	99.83	4.77237e-3
5.50000	99.83	4.77101e-3
5.60000	99.82	4.76412e-3
5.70000	99.82	4.75027e-3
5.80000	99.82	4.72918e-3
5.90000	99.82	4.69036e-3
6.00000	99.82	4.64014e-3
6.10000	99.82	4.60923e-3
6.20000	99.82	4.58477e-3
6.30000	99.82	4.55389e-3
6.40000	99.82	4.49202e-3
6.50000	99.82	4.37710e-3
6.60000	99.82	4.26392e-3
6.70000	99.82	4.11431e-3
6.80000	99.82	3.96310e-3
6.90000	99.81	3.77429e-3
7.00000	99.81	3.62003e-3
7.10000	99.81	3.41051e-3
7.20000	99.81	3.22870e-3
7.30000	99.81	3.13526e-3
7.40000	99.81	3.06831e-3
7.50000	99.81	3.01227e-3
7.60000	99.81	2.94793e-3
7.70000	99.81	2.88751e-3
7.80000	99.81	2.83247e-3
7.90000	99.81	2.78777e-3
8.00000	99.81	2.74459e-3
8.10000	99.80	2.69768e-3
8.20000	99.80	2.65544e-3
8.30000	99.80	2.59711e-3
8.40000	99.80	2.53748e-3
8.50000	99.80	2.48367e-3
8.60000	99.80	2.40563e-3
8.70000	99.80	2.32362e-3
8.80000	99.80	2.25682e-3
8.90000	99.80	2.17852e-3
9.00000	99.79	2.08598e-3
9.10000	99.79	2.04367e-3
9.20000	99.79	2.01137e-3
9.30000	99.79	1.99916e-3
9.40000	99.79	1.98025e-3
9.50000	99.79	1.96687e-3
9.60000	99.79	1.95746e-3
9.70000	99.79	1.95031e-3
9.80000	99.79	1.94272e-3
9.90000	99.78	1.93152e-3
10.0000	99.78	1.91880e-3
10.1000	99.78	1.90885e-3
10.2000	99.78	1.90016e-3
10.3000	99.78	1.89209e-3
10.4000	99.78	1.88832e-3
10.5000	99.78	1.88800e-3
10.6000	99.78	1.88946e-3
10.7000	99.78	1.89691e-3
10.8000	99.77	1.90517e-3
10.9000	99.77	1.90901e-3
11.0000	99.77	1.91720e-3
11.1000	99.77	1.92649e-3
11.2000	99.77	1.94642e-3
11.3000	99.77	1.97734e-3
11.4000	99.77	2.01061e-3
11.5000	99.77	2.07508e-3
11.6000	99.76	2.16378e-3
11.7000	99.76	2.32872e-3
11.8000	99.76	2.53074e-3
11.9000	99.76	2.70981e-3
12.0000	99.76	2.86757e-3
12.1000	99.76	3.04629e-3
12.2000	99.76	3.19905e-3
12.3000	99.76	3.34524e-3
12.4000	99.75	3.43988e-3
12.5000	99.75	3.54394e-3
12.6000	99.75	3.65876e-3
12.7000	99.75	3.79769e-3
12.8000	99.75	4.00929e-3
12.9000	99.75	4.27233e-3
13.0000	99.75	4.55649e-3
13.1000	99.75	4.93448e-3
13.2000	99.74	5.40922e-3
13.3000	99.74	5.93645e-3
13.4000	99.74	6.47557e-3
13.5000	99.74	6.94959e-3
13.6000	99.74	7.38402e-3
13.7000	99.74	7.70503e-3
13.8000	99.73	7.93569e-3
13.9000	99.73	8.14140e-3
14.0000	99.73	8.34176e-3
14.1000	99.73	8.48925e-3
14.2000	99.73	8.66808e-3
14.3000	99.73	8.84236e-3
14.4000	99.73	9.02855e-3
14.5000	99.73	9.27583e-3
14.6000	99.72	9.54948e-3
14.7000	99.72	9.83511e-3
14.8000	99.72	0.0100532
14.9000	99.72	0.0102478
15.0000	99.72	0.0104951
15.1000	99.72	0.0107406
15.2000	99.72	0.0109881
15.3000	99.71	0.0113072
15.4000	99.71	0.0116180
15.5000	99.71	0.0119297
15.6000	99.71	0.0123109
15.7000	99.71	0.0127117
15.8000	99.71	0.0130250
15.9000	99.71	0.0132514
16.0000	99.70	0.0134510
16.1000	99.70	0.0136561
16.2000	99.70	0.0138085
16.3000	99.70	0.0139657
16.4000	99.70	0.0141324
16.5000	99.70	0.0142758
16.6000	99.70	0.0145102
16.7000	99.69	0.0147753
16.8000	99.69	0.0150615
16.9000	99.69	0.0153701
17.0000	99.69	0.0156672
17.1000	99.69	0.0159342
17.2000	99.69	0.0161838
17.3000	99.69	0.0163988
17.4000	99.68	0.0166274
17.5000	99.68	0.0168023
17.6000	99.68	0.0169853
17.7000	99.68	0.0171528
17.8000	99.68	0.0172945
17.9000	99.68	0.0174367
18.0000	99.68	0.0175799
18.1000	99.67	0.0177623
18.2000	99.67	0.0178754
18.3000	99.67	0.0180063
18.4000	99.67	0.0181908
18.5000	99.67	0.0183605
18.6000	99.67	0.0184838
18.7000	99.66	0.0186228
18.8000	99.66	0.0187475
18.9000	99.66	0.0188664
19.0000	99.66	0.0190223
19.1000	99.66	0.0192013
19.2000	99.66	0.0194349
19.3000	99.66	0.0196559
19.4000	99.65	0.0198489
19.5000	99.65	0.0201024
19.6000	99.65	0.0203424
19.7000	99.65	0.0205510
19.8000	99.65	0.0206929
19.9000	99.65	0.0207930
20.0000	99.65	0.0208668
20.1000	99.64	0.0209210
20.2000	99.64	0.0209826
20.3000	99.64	0.0210391
20.4000	99.64	0.0211092
20.5000	99.64	0.0211913
20.6000	99.64	0.0213198
20.7000	99.63	0.0214757
20.8000	99.63	0.0216620
20.9000	99.63	0.0218967
21.0000	99.63	0.0221638
21.1000	99.63	0.0224050
21.2000	99.63	0.0225875
21.3000	99.62	0.0227934
21.4000	99.62	0.0229696
21.5000	99.62	0.0230952
21.6000	99.62	0.0231866
21.7000	99.62	0.0232680
21.8000	99.62	0.0233138
