Filename	Sq12OCB320
Instrument name	DSC2A-00101 (192.168.10.4)
Operator	Yuma
rundate	2/3/2021
Sample name	Sq12OCB320
proceduresegments	Jump 100.00 °C; Isothermal 10.0 min; Jump 0.00 °C; Isothermal 5.0 min; Mark End of Cycle ; Ramp 5.00 °C/min to 100.00 °C; Mark End of Cycle ; Ramp 5.00 °C/min to 0.00 °C; Mark End of Cycle ; Ramp 5.00 °C/min to 100.00 °C; Mark End of Cycle ; Ramp 1.00 °C/min to 0.00 °C; Mark End of Cycle ; Ramp 5.00 °C/min to 100.00 °C; Mark End of Cycle ; Ramp 10.00 °C/min to 0.00 °C; Mark End of Cycle ; Ramp 10.00 °C/min to 100.00 °C; Mark End of Cycle ; Jump 0.00 °C; Mark End of Cycle 
[step]
Ramp 1.00 °C/min to 0.00 °C
Time	Temperature	Heat Flow (Normalized)
s	°C	W/g
4500.30	98.96	-0.148333
4500.40	98.97	-0.148326
4500.50	98.97	-0.148327
4500.60	98.98	-0.148329
4500.70	98.99	-0.148324
4500.80	99.00	-0.148332
4500.90	99.01	-0.148342
4501.00	99.01	-0.148343
4501.10	99.02	-0.148343
4501.20	99.03	-0.148342
4501.30	99.04	-0.148184
4501.40	99.05	-0.147728
4501.50	99.06	-0.146823
4501.60	99.06	-0.145493
4501.70	99.07	-0.144574
4501.80	99.08	-0.143934
4501.90	99.09	-0.143546
4502.00	99.10	-0.143441
4502.10	99.10	-0.143373
4502.20	99.11	-0.143287
4502.30	99.12	-0.143265
4502.40	99.13	-0.143257
4502.50	99.13	-0.143193
4502.60	99.14	-0.143044
4502.70	99.15	-0.142948
4502.80	99.16	-0.142939
4502.90	99.17	-0.142953
4503.00	99.17	-0.142971
4503.10	99.18	-0.142995
4503.20	99.19	-0.143015
4503.30	99.20	-0.143018
4503.40	99.20	-0.143017
4503.50	99.21	-0.143005
4503.60	99.22	-0.142678
4503.70	99.22	-0.141703
4503.80	99.23	-0.140965
4503.90	99.24	-0.140645
4504.00	99.24	-0.140637
4504.10	99.25	-0.140652
4504.20	99.26	-0.140728
4504.30	99.27	-0.140833
4504.40	99.27	-0.141026
4504.50	99.28	-0.142263
4504.60	99.28	-0.144805
4504.70	99.29	-0.146891
4504.80	99.30	-0.148820
4504.90	99.30	-0.151096
4505.00	99.31	-0.153258
4505.10	99.31	-0.155636
4505.20	99.32	-0.158225
4505.30	99.33	-0.163024
4505.40	99.33	-0.166008
4505.50	99.34	-0.167798
4505.60	99.34	-0.170975
4505.70	99.35	-0.173520
4505.80	99.35	-0.176768
4505.90	99.36	-0.177688
4506.00	99.36	-0.179094
4506.10	99.37	-0.179519
4506.20	99.37	-0.179810
4506.30	99.37	-0.181062
4506.40	99.38	-0.183646
4506.50	99.38	-0.185882
4506.60	99.39	-0.186478
4506.70	99.39	-0.187835
4506.80	99.39	-0.189728
4506.90	99.40	-0.192984
4507.00	99.40	-0.194413
4507.10	99.40	-0.195949
4507.20	99.41	-0.197915
4507.30	99.41	-0.198136
4507.40	99.42	-0.198350
4507.50	99.42	-0.198910
4507.60	99.42	-0.199082
4507.70	99.42	-0.198476
4507.80	99.43	-0.198482
4507.90	99.43	-0.198909
4508.00	99.43	-0.198337
4508.10	99.44	-0.197494
4508.20	99.44	-0.196993
4508.30	99.44	-0.197640
4508.40	99.44	-0.197130
4508.50	99.44	-0.196660
4508.60	99.45	-0.196278
4508.70	99.45	-0.195932
4508.80	99.45	-0.194050
4508.90	99.45	-0.192832
4509.00	99.46	-0.192066
4509.10	99.46	-0.191226
4509.20	99.46	-0.190633
4509.30	99.46	-0.189876
4509.40	99.46	-0.188976
4509.50	99.47	-0.187033
4509.60	99.47	-0.184373
4509.70	99.47	-0.182014
4509.80	99.47	-0.179900
4509.90	99.47	-0.178147
4510.00	99.47	-0.176000
4510.10	99.47	-0.174243
4510.20	99.47	-0.172495
4510.30	99.48	-0.170455
