Filename	Sq12OCB135T150
Instrument name	DSC2A-00101 (192.168.10.4)
Operator	Yuma
rundate	2/8/2021
Sample name	Sq12OCB135T150
proceduresegments	Jump 100.00 °C; Isothermal 10.0 min; Jump 0.00 °C; Isothermal 5.0 min; Mark End of Cycle ; Ramp 5.00 °C/min to 100.00 °C; Mark End of Cycle ; Ramp 5.00 °C/min to 0.00 °C; Mark End of Cycle ; Ramp 5.00 °C/min to 100.00 °C; Mark End of Cycle ; Ramp 1.00 °C/min to 0.00 °C; Mark End of Cycle ; Ramp 5.00 °C/min to 100.00 °C; Mark End of Cycle ; Ramp 10.00 °C/min to 0.00 °C; Mark End of Cycle ; Ramp 10.00 °C/min to 100.00 °C; Mark End of Cycle ; Jump 0.00 °C; Mark End of Cycle 
[step]
Ramp 1.00 °C/min to 0.00 °C
Time	Temperature	Heat Flow (Normalized)
s	°C	W/g
4500.30	99.01	-0.171560
4500.40	99.02	-0.171573
4500.50	99.03	-0.171581
4500.60	99.04	-0.171586
4500.70	99.05	-0.171577
4500.80	99.05	-0.171573
4500.90	99.06	-0.171460
4501.00	99.07	-0.171393
4501.10	99.08	-0.171361
4501.20	99.09	-0.171311
4501.30	99.09	-0.171307
4501.40	99.10	-0.171312
4501.50	99.11	-0.171414
4501.60	99.12	-0.171591
4501.70	99.13	-0.171654
4501.80	99.14	-0.171712
4501.90	99.14	-0.171890
4502.00	99.15	-0.171908
4502.10	99.16	-0.171912
4502.20	99.17	-0.171917
4502.30	99.18	-0.171920
4502.40	99.18	-0.171919
4502.50	99.19	-0.171909
4502.60	99.20	-0.171901
4502.70	99.21	-0.171891
4502.80	99.22	-0.171883
4502.90	99.22	-0.171882
4503.00	99.23	-0.171886
4503.10	99.24	-0.171893
4503.20	99.25	-0.171913
4503.30	99.25	-0.171939
4503.40	99.26	-0.171962
4503.50	99.27	-0.172001
4503.60	99.28	-0.172161
4503.70	99.28	-0.173067
4503.80	99.29	-0.174332
4503.90	99.30	-0.178034
4504.00	99.30	-0.183106
4504.10	99.31	-0.187637
4504.20	99.32	-0.194223
4504.30	99.32	-0.198537
4504.40	99.33	-0.201311
4504.50	99.34	-0.203582
4504.60	99.34	-0.204794
4504.70	99.35	-0.207528
4504.80	99.35	-0.210380
4504.90	99.36	-0.210926
4505.00	99.37	-0.212141
4505.10	99.37	-0.213362
4505.20	99.38	-0.213145
4505.30	99.38	-0.216334
4505.40	99.39	-0.219399
4505.50	99.39	-0.221780
4505.60	99.40	-0.225439
4505.70	99.40	-0.229865
4505.80	99.41	-0.233846
4505.90	99.41	-0.237041
4506.00	99.42	-0.239033
4506.10	99.42	-0.240791
4506.20	99.42	-0.243379
4506.30	99.43	-0.244023
4506.40	99.43	-0.245254
4506.50	99.44	-0.245145
4506.60	99.44	-0.244771
4506.70	99.45	-0.245400
4506.80	99.45	-0.247613
4506.90	99.45	-0.249219
4507.00	99.46	-0.249964
4507.10	99.46	-0.249983
4507.20	99.46	-0.249255
4507.30	99.47	-0.249921
4507.40	99.47	-0.249501
4507.50	99.47	-0.248773
4507.60	99.48	-0.247118
4507.70	99.48	-0.245206
4507.80	99.48	-0.245343
4507.90	99.48	-0.245736
4508.00	99.49	-0.246200
4508.10	99.49	-0.246257
4508.20	99.49	-0.246273
4508.30	99.50	-0.245646
4508.40	99.50	-0.242877
4508.50	99.50	-0.240824
4508.60	99.50	-0.238943
4508.70	99.50	-0.237790
4508.80	99.51	-0.236878
4508.90	99.51	-0.235562
4509.00	99.51	-0.233407
4509.10	99.51	-0.231076
4509.20	99.51	-0.228950
4509.30	99.52	-0.226940
4509.40	99.52	-0.224647
4509.50	99.52	-0.221551
4509.60	99.52	-0.216058
4509.70	99.52	-0.211759
4509.80	99.52	-0.209800
4509.90	99.52	-0.208127
4510.00	99.53	-0.205768
4510.10	99.53	-0.203052
4510.20	99.53	-0.200119
4510.30	99.53	-0.198240
4510.40	99.53	-0.195508
4510.50	99.53	-0.192973
4510.60	99.53	-0.190681
4510.70	99.54	-0.187450
4510.80	99.54	-0.184536
4510.90	99.54	-0.182003
4511.00	99.54	-0.179671
4511.10	99.54	-0.176165
4511.20	99.54	-0.174071
4511.30	99.54	-0.171315
4511.40	99.54	-0.168814
4511.50	99.54	-0.166408
4511.60	99.54	-0.165167
4511.70	99.54	-0.163735
4511.80	99.54	-0.161365
4511.90	99.55	-0.158773
4512.00	99.55	-0.156573
4512.10	99.55	-0.154096
4512.20	99.55	-0.150646
4512.30	99.55	-0.147821
4512.40	99.55	-0.144661
4512.50	99.55	-0.141596
4512.60	99.55	-0.138690
4512.70	99.55	-0.137084
4512.80	99.55	-0.135438
4512.90	99.55	-0.133736
4513.00	99.55	-0.131005
4513.10	99.55	-0.128665
4513.20	99.55	-0.127207
4513.30	99.55	-0.125812
4513.40	99.55	-0.124200
4513.50	99.55	-0.121696
4513.60	99.55	-0.119742
4513.70	99.55	-0.118085
4513.80	99.55	-0.116532
4513.90	99.55	-0.114709
4514.00	99.55	-0.112673
4514.10	99.55	-0.110407
4514.20	99.55	-0.107555
4514.30	99.55	-0.105235
4514.40	99.55	-0.102237
4514.50	99.55	-0.0998227
4514.60	99.55	-0.0969403
4514.70	99.55	-0.0952615
4514.80	99.55	-0.0938931
4514.90	99.55	-0.0929743
4515.00	99.55	-0.0924184
4515.10	99.55	-0.0917341
4515.20	99.55	-0.0906218
4515.30	99.55	-0.0889919
4515.40	99.55	-0.0874684
4515.50	99.55	-0.0851340
4515.60	99.55	-0.0828620
4515.70	99.55	-0.0804953
4515.80	99.55	-0.0784429
4515.90	99.54	-0.0762060
4516.00	99.54	-0.0747874
4516.10	99.54	-0.0736695
4516.20	99.54	-0.0723153
4516.30	99.54	-0.0711087
4516.40	99.54	-0.0697570
4516.50	99.54	-0.0682245
4516.60	99.54	-0.0668053
4516.70	99.54	-0.0649799
4516.80	99.54	-0.0638484
4516.90	99.54	-0.0626344
4517.00	99.54	-0.0612538
4517.10	99.54	-0.0600171
4517.20	99.54	-0.0587849
4517.30	99.54	-0.0575761
4517.40	99.53	-0.0560304
4517.50	99.53	-0.0548216
4517.60	99.53	-0.0534814
4517.70	99.53	-0.0521270
4517.80	99.53	-0.0501400
4517.90	99.53	-0.0491690
4518.00	99.53	-0.0482111
4518.10	99.53	-0.0469342
4518.20	99.53	-0.0459234
4518.30	99.53	-0.0445574
4518.40	99.53	-0.0432208
4518.50	99.53	-0.0426481
4518.60	99.52	-0.0417111
4518.70	99.52	-0.0413254
4518.80	99.52	-0.0407580
4518.90	99.52	-0.0395595
4519.00	99.52	-0.0384061
4519.10	99.52	-0.0369073
4519.20	99.52	-0.0353558
4519.30	99.52	-0.0338112
4519.40	99.52	-0.0326098
4519.50	99.51	-0.0308568
4519.60	99.51	-0.0297007
4519.70	99.51	-0.0293332
4519.80	99.51	-0.0286654
4519.90	99.51	-0.0278716
4520.00	99.51	-0.0268528
4520.10	99.51	-0.0257305
4520.20	99.51	-0.0254178
4520.30	99.51	-0.0246545
4520.40	99.51	-0.0238692
4520.50	99.50	-0.0231846
4520.60	99.50	-0.0223995
4520.70	99.50	-0.0216329
4520.80	99.50	-0.0211034
4520.90	99.50	-0.0208299
4521.00	99.50	-0.0197751
4521.10	99.50	-0.0184189
4521.20	99.50	-0.0171472
4521.30	99.49	-0.0161922
4521.40	99.49	-0.0154421
4521.50	99.49	-0.0145767
4521.60	99.49	-0.0139192
4521.70	99.49	-0.0125153
4521.80	99.49	-0.0122115
4521.90	99.49	-0.0116243
4522.00	99.49	-0.0111700
4522.10	99.48	-0.0109459
4522.20	99.48	-0.0105594
4522.30	99.48	-9.90768e-3
4522.40	99.48	-9.32929e-3
4522.50	99.48	-8.67704e-3
4522.60	99.48	-7.87212e-3
4522.70	99.48	-6.81255e-3
4522.80	99.48	-5.84965e-3
4522.90	99.48	-5.23457e-3
4523.00	99.47	-4.83800e-3
4523.10	99.47	-4.10834e-3
4523.20	99.47	-3.51731e-3
4523.30	99.47	-3.10407e-3
4523.40	99.47	-2.49219e-3
4523.50	99.47	-2.29061e-3
4523.60	99.46	-1.76385e-3
4523.70	99.46	-1.23195e-3
4523.80	99.46	-7.39288e-4
4523.90	99.46	-1.96254e-4
4524.00	99.46	4.25033e-4
4524.10	99.46	9.19288e-4
4524.20	99.46	1.52169e-3
4524.30	99.46	2.50592e-3
4524.40	99.45	3.66689e-3
4524.50	99.45	4.22423e-3
4524.60	99.45	4.69970e-3
4524.70	99.45	5.55848e-3
4524.80	99.45	5.92492e-3
4524.90	99.45	6.22231e-3
4525.00	99.45	6.42897e-3
4525.10	99.44	6.50006e-3
4525.20	99.44	6.41126e-3
4525.30	99.44	6.24880e-3
4525.40	99.44	6.31443e-3
4525.50	99.44	6.53298e-3
4525.60	99.44	6.71415e-3
4525.70	99.44	6.98527e-3
4525.80	99.43	7.39723e-3
4525.90	99.43	7.97760e-3
4526.00	99.43	8.76174e-3
4526.10	99.43	9.60941e-3
4526.20	99.43	0.0102814
4526.30	99.43	0.0107628
4526.40	99.43	0.0110868
4526.50	99.42	0.0113311
4526.60	99.42	0.0115208
4526.70	99.42	0.0116771
4526.80	99.42	0.0117324
4526.90	99.42	0.0118535
4527.00	99.42	0.0119772
4527.10	99.42	0.0123986
4527.20	99.41	0.0128015
4527.30	99.41	0.0133949
4527.40	99.41	0.0138514
4527.50	99.41	0.0142922
4527.60	99.41	0.0147364
4527.70	99.41	0.0150039
4527.80	99.40	0.0151764
4527.90	99.40	0.0152769
4528.00	99.40	0.0154093
4528.10	99.40	0.0155512
4528.20	99.40	0.0157601
4528.30	99.40	0.0160156
4528.40	99.40	0.0164227
4528.50	99.39	0.0168755
4528.60	99.39	0.0173744
4528.70	99.39	0.0178335
4528.80	99.39	0.0182905
4528.90	99.39	0.0185837
4529.00	99.39	0.0188293
4529.10	99.38	0.0190574
4529.20	99.38	0.0192575
4529.30	99.38	0.0194177
4529.40	99.38	0.0195459
4529.50	99.38	0.0196397
4529.60	99.38	0.0197777
4529.70	99.37	0.0198742
4529.80	99.37	0.0199495
4529.90	99.37	0.0200310
4530.00	99.37	0.0201232
4530.10	99.37	0.0202326
4530.20	99.37	0.0203706
4530.30	99.37	0.0205101
4530.40	99.36	0.0206842
4530.50	99.36	0.0208670
4530.60	99.36	0.0210982
4530.70	99.36	0.0214057
4530.80	99.36	0.0216805
4530.90	99.36	0.0219867
4531.00	99.35	0.0222497
4531.10	99.35	0.0225326
4531.20	99.35	0.0229395
4531.30	99.35	0.0233160
4531.40	99.35	0.0235055
4531.50	99.35	0.0236228
4531.60	99.35	0.0237220
4531.70	99.34	0.0237832
4531.80	99.34	0.0238209
4531.90	99.34	0.0238303
4532.00	99.34	0.0238329
4532.10	99.34	0.0238371
4532.20	99.34	0.0238624
4532.30	99.33	0.0239158
4532.40	99.33	0.0240049
4532.50	99.33	0.0241340
4532.60	99.33	0.0242972
4532.70	99.33	0.0244834
4532.80	99.33	0.0246421
4532.90	99.32	0.0248115
4533.00	99.32	0.0250169
4533.10	99.32	0.0252034
4533.20	99.32	0.0253452
4533.30	99.32	0.0254647
4533.40	99.32	0.0256066
4533.50	99.31	0.0257372
4533.60	99.31	0.0258556
4533.70	99.31	0.0259576
4533.80	99.31	0.0260341
4533.90	99.31	0.0260769
4534.00	99.31	0.0261140
4534.10	99.30	0.0261535
4534.20	99.30	0.0261986
4534.30	99.30	0.0262387
4534.40	99.30	0.0262855
4534.50	99.30	0.0263240
4534.60	99.30	0.0263688
4534.70	99.30	0.0264293
4534.80	99.29	0.0265210
4534.90	99.29	0.0266690
4535.00	99.29	0.0267579
4535.10	99.29	0.0268308
4535.20	99.29	0.0269400
4535.30	99.29	0.0270416
4535.40	99.28	0.0271427
4535.50	99.28	0.0272267
4535.60	99.28	0.0272843
4535.70	99.28	0.0273334
4535.80	99.28	0.0273512
4535.90	99.28	0.0273730
4536.00	99.27	0.0274086
4536.10	99.27	0.0274428
4536.20	99.27	0.0274709
4536.30	99.27	0.0275193
4536.40	99.27	0.0275620
4536.50	99.27	0.0276684
4536.60	99.26	0.0277945
4536.70	99.26	0.0279346
4536.80	99.26	0.0280262
4536.90	99.26	0.0280790
4537.00	99.26	0.0281638
4537.10	99.26	0.0282273
4537.20	99.25	0.0282795
4537.30	99.25	0.0283085
4537.40	99.25	0.0283293
4537.50	99.25	0.0284518
4537.60	99.25	0.0284760
4537.70	99.25	0.0284989
4537.80	99.24	0.0285190
4537.90	99.24	0.0285402
4538.00	99.24	0.0285614
4538.10	99.24	0.0285834
4538.20	99.24	0.0286067
4538.30	99.24	0.0286295
4538.40	99.23	0.0286634
4538.50	99.23	0.0287051
4538.60	99.23	0.0287556
4538.70	99.23	0.0288243
4538.80	99.23	0.0288927
4538.90	99.23	0.0289408
4539.00	99.22	0.0289899
4539.10	99.22	0.0290357
4539.20	99.22	0.0290708
4539.30	99.22	0.0290975
4539.40	99.22	0.0291745
4539.50	99.22	0.0292282
4539.60	99.21	0.0292593
4539.70	99.21	0.0292980
4539.80	99.21	0.0293197
4539.90	99.21	0.0293454
4540.00	99.21	0.0293689
4540.10	99.21	0.0293944
4540.20	99.21	0.0294185
4540.30	99.20	0.0294428
4540.40	99.20	0.0294703
4540.50	99.20	0.0295182
4540.60	99.20	0.0295521
4540.70	99.20	0.0295835
4540.80	99.20	0.0296129
4540.90	99.19	0.0296484
4541.00	99.19	0.0296789
4541.10	99.19	0.0297075
4541.20	99.19	0.0297327
4541.30	99.19	0.0297608
4541.40	99.19	0.0297904
4541.50	99.18	0.0298148
4541.60	99.18	0.0298422
4541.70	99.18	0.0298731
4541.80	99.18	0.0299039
4541.90	99.18	0.0299443
4542.00	99.18	0.0300045
4542.10	99.17	0.0300759
4542.20	99.17	0.0301404
4542.30	99.17	0.0301732
4542.40	99.17	0.0302031
4542.50	99.17	0.0302504
4542.60	99.17	0.0302745
4542.70	99.16	0.0303054
4542.80	99.16	0.0303299
4542.90	99.16	0.0303629
4543.00	99.16	0.0303890
4543.10	99.16	0.0304158
4543.20	99.16	0.0304422
4543.30	99.15	0.0304691
4543.40	99.15	0.0304973
4543.50	99.15	0.0305252
4543.60	99.15	0.0305527
4543.70	99.15	0.0305783
4543.80	99.15	0.0306035
4543.90	99.14	0.0306270
4544.00	99.14	0.0306503
