Filename	Sq12OCB211T150
Instrument name	DSC2A-00101 (192.168.10.4)
Operator	Yuma
rundate	2/7/2021
Sample name	Sq12OCB211T150
proceduresegments	Jump 100.00 °C; Isothermal 10.0 min; Jump 0.00 °C; Isothermal 5.0 min; Mark End of Cycle ; Ramp 5.00 °C/min to 100.00 °C; Mark End of Cycle ; Ramp 5.00 °C/min to 0.00 °C; Mark End of Cycle ; Ramp 5.00 °C/min to 100.00 °C; Mark End of Cycle ; Ramp 1.00 °C/min to 0.00 °C; Mark End of Cycle ; Ramp 5.00 °C/min to 100.00 °C; Mark End of Cycle ; Ramp 10.00 °C/min to 0.00 °C; Mark End of Cycle ; Ramp 10.00 °C/min to 100.00 °C; Mark End of Cycle ; Jump 0.00 °C; Mark End of Cycle 
[step]
Ramp 1.00 °C/min to 0.00 °C
Time	Temperature	Heat Flow (Normalized)
s	°C	W/g
4500.30	99.00	-0.162155
4500.40	99.01	-0.162237
4500.50	99.02	-0.162539
4500.60	99.02	-0.162771
4500.70	99.03	-0.163015
4500.80	99.04	-0.163068
4500.90	99.05	-0.163064
4501.00	99.06	-0.163029
4501.10	99.06	-0.162997
4501.20	99.07	-0.162954
4501.30	99.08	-0.162821
4501.40	99.09	-0.162653
4501.50	99.10	-0.162501
4501.60	99.11	-0.162443
4501.70	99.11	-0.162410
4501.80	99.12	-0.162402
4501.90	99.13	-0.162401
4502.00	99.14	-0.162402
4502.10	99.15	-0.162448
4502.20	99.15	-0.162613
4502.30	99.16	-0.163538
4502.40	99.17	-0.164458
4502.50	99.18	-0.167012
4502.60	99.19	-0.170378
4502.70	99.19	-0.173021
4502.80	99.20	-0.174531
4502.90	99.21	-0.175923
4503.00	99.22	-0.176917
4503.10	99.22	-0.179064
4503.20	99.23	-0.181233
4503.30	99.24	-0.184423
4503.40	99.25	-0.189327
4503.50	99.25	-0.192187
4503.60	99.26	-0.198737
4503.70	99.27	-0.204471
4503.80	99.28	-0.209554
4503.90	99.28	-0.213791
4504.00	99.29	-0.216610
4504.10	99.30	-0.219735
4504.20	99.30	-0.222137
4504.30	99.31	-0.223568
4504.40	99.32	-0.225363
4504.50	99.32	-0.228576
4504.60	99.33	-0.229922
4504.70	99.33	-0.233640
4504.80	99.34	-0.237379
4504.90	99.35	-0.241540
4505.00	99.35	-0.245417
4505.10	99.36	-0.248174
4505.20	99.36	-0.252236
4505.30	99.37	-0.255625
4505.40	99.38	-0.258286
4505.50	99.38	-0.259881
4505.60	99.39	-0.261185
4505.70	99.39	-0.262148
4505.80	99.40	-0.263237
4505.90	99.40	-0.264153
4506.00	99.41	-0.265252
4506.10	99.41	-0.265374
4506.20	99.42	-0.265945
4506.30	99.42	-0.267462
4506.40	99.42	-0.269607
4506.50	99.43	-0.270656
4506.60	99.43	-0.270566
4506.70	99.44	-0.269071
4506.80	99.44	-0.266602
4506.90	99.45	-0.264085
4507.00	99.45	-0.261386
4507.10	99.45	-0.259399
4507.20	99.46	-0.256641
4507.30	99.46	-0.254468
4507.40	99.46	-0.252655
4507.50	99.47	-0.251728
4507.60	99.47	-0.250176
4507.70	99.47	-0.248316
4507.80	99.48	-0.246341
4507.90	99.48	-0.243985
4508.00	99.48	-0.240455
4508.10	99.49	-0.236573
4508.20	99.49	-0.233294
4508.30	99.49	-0.230036
4508.40	99.49	-0.226584
4508.50	99.50	-0.223446
4508.60	99.50	-0.220402
4508.70	99.50	-0.217335
4508.80	99.50	-0.214128
4508.90	99.50	-0.211468
4509.00	99.51	-0.208224
4509.10	99.51	-0.205398
4509.20	99.51	-0.202364
4509.30	99.51	-0.200051
4509.40	99.52	-0.196605
4509.50	99.52	-0.193640
4509.60	99.52	-0.190715
4509.70	99.52	-0.186738
4509.80	99.52	-0.183227
4509.90	99.52	-0.180038
4510.00	99.53	-0.177612
4510.10	99.53	-0.174346
4510.20	99.53	-0.171286
4510.30	99.53	-0.167913
4510.40	99.53	-0.165192
4510.50	99.53	-0.162081
4510.60	99.53	-0.159474
4510.70	99.53	-0.156741
4510.80	99.54	-0.153464
4510.90	99.54	-0.149900
4511.00	99.54	-0.146375
4511.10	99.54	-0.143854
4511.20	99.54	-0.141187
4511.30	99.54	-0.138733
4511.40	99.54	-0.136058
4511.50	99.54	-0.133736
4511.60	99.54	-0.131801
4511.70	99.54	-0.129820
4511.80	99.54	-0.127471
4511.90	99.54	-0.125212
4512.00	99.55	-0.122766
4512.10	99.55	-0.120480
4512.20	99.55	-0.118690
4512.30	99.55	-0.116248
4512.40	99.55	-0.113845
4512.50	99.55	-0.111363
4512.60	99.55	-0.109451
4512.70	99.55	-0.107475
4512.80	99.55	-0.105138
4512.90	99.55	-0.103479
4513.00	99.55	-0.101041
4513.10	99.55	-0.0986228
4513.20	99.55	-0.0962947
4513.30	99.55	-0.0945093
4513.40	99.55	-0.0923830
4513.50	99.55	-0.0903627
4513.60	99.55	-0.0882335
4513.70	99.55	-0.0868024
4513.80	99.55	-0.0849981
4513.90	99.55	-0.0833405
4514.00	99.55	-0.0823489
4514.10	99.55	-0.0810755
4514.20	99.55	-0.0798554
4514.30	99.55	-0.0777277
4514.40	99.55	-0.0760806
4514.50	99.55	-0.0738862
4514.60	99.55	-0.0720459
4514.70	99.55	-0.0701910
4514.80	99.55	-0.0683953
4514.90	99.55	-0.0670108
4515.00	99.55	-0.0654694
4515.10	99.55	-0.0641628
4515.20	99.55	-0.0633378
4515.30	99.55	-0.0623348
4515.40	99.55	-0.0613081
4515.50	99.55	-0.0597284
4515.60	99.55	-0.0582451
4515.70	99.55	-0.0568198
4515.80	99.55	-0.0553880
4515.90	99.55	-0.0539743
4516.00	99.55	-0.0520978
4516.10	99.55	-0.0504151
4516.20	99.54	-0.0488253
4516.30	99.54	-0.0472713
4516.40	99.54	-0.0459171
4516.50	99.54	-0.0450849
4516.60	99.54	-0.0439684
4516.70	99.54	-0.0428534
4516.80	99.54	-0.0420423
4516.90	99.54	-0.0408944
4517.00	99.54	-0.0398088
4517.10	99.54	-0.0381758
4517.20	99.54	-0.0372103
4517.30	99.54	-0.0356335
4517.40	99.54	-0.0349770
4517.50	99.54	-0.0339271
4517.60	99.54	-0.0331926
4517.70	99.53	-0.0326750
4517.80	99.54	-0.0314724
4517.90	99.53	-0.0305998
4518.00	99.53	-0.0295708
4518.10	99.53	-0.0283587
4518.20	99.53	-0.0273450
4518.30	99.53	-0.0266471
4518.40	99.53	-0.0259503
4518.50	99.53	-0.0251458
4518.60	99.53	-0.0243832
4518.70	99.53	-0.0235566
4518.80	99.52	-0.0227660
4518.90	99.52	-0.0215410
4519.00	99.52	-0.0204274
4519.10	99.52	-0.0193389
4519.20	99.52	-0.0182074
4519.30	99.52	-0.0170926
